case_id,option,participant_id,date,calendar_summary,inferred_state_for_context,recommendation,reason,grounded_in,safety_note,relevance_1_5,behavioral_alignment_1_5,feasibility_1_5,safety_1_5,specificity_1_5,overall_preferred_A_or_B
P012-D31,A,P012,2026-04-01,2026-04-01 10:30 class (fixed); 2026-04-02 11:00 required meeting (fixed); 2026-04-02 16:00 work shift (fixed); 2026-04-02 21:00 optional work session (flexible); 2026-04-03 20:30 study block (flexible); 2026-04-04 16:30 errands (flexible); 2026-04-04 18:00 workout (flexible); 2026-04-04 20:30 optional work session (flexible); 2026-04-05 07:00 workout (flexible); 2026-04-05 19:00 study block (flexible); 2026-04-05 21:00 optional work session (flexible); 2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed),confidence=medium; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=[]; coverage_notes=[],,"The behavioral state shows zero deviations from baseline and no coherent patterns — the user is tracking normally against their own 31-day history. The calendar for the coming week is moderately loaded but not unusual: fixed classes and a work shift anchor the week, with several optional evening work sessions (21:00–22:30) and study blocks (20:30–22:00) that run late but appear to be the user's established pattern. With no behavioral signal to act on, the scheduler instruction is clear: make no change. The only mild structural observation worth noting is that optional evening sessions cluster late on multiple nights (Apr 2, 4, 5, 6), but without a deviation signal this is simply the user's normal schedule, not a flag.",,Fixed events were labeled protected; flexible events were labeled movable.,3,3,5,5,1,B
P012-D31,B,P012,2026-04-01,2026-04-01 10:30 class (fixed); 2026-04-02 11:00 required meeting (fixed); 2026-04-02 16:00 work shift (fixed); 2026-04-02 21:00 optional work session (flexible); 2026-04-03 20:30 study block (flexible); 2026-04-04 16:30 errands (flexible); 2026-04-04 18:00 workout (flexible); 2026-04-04 20:30 optional work session (flexible); 2026-04-05 07:00 workout (flexible); 2026-04-05 19:00 study block (flexible); 2026-04-05 21:00 optional work session (flexible); 2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed),confidence=medium; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=[]; coverage_notes=[],"Questions: Your optional work sessions and study blocks are mostly scheduled between 20:30 and 22:30 across several evenings this week. Is that timing intentional and working well for you, or would you prefer to explore earlier slots for any of them?","No behavioral state, deviations, or inferred patterns are available — this is a calendar-only arm. Reasoning is therefore limited to structural calendar observations. The most notable structural feature is that optional work sessions are scheduled late in the evening (21:00–22:30) on April 2 and April 5, and a study block runs 20:30–22:00 on April 3, April 4, and April 6. This creates a recurring pattern of cognitively demanding optional tasks in the final hours of the day across most of the week. Without behavioral signals, there is no evidence that this is causing harm, but the pattern is worth flagging gently. The user's preference is for minimal-burden changes and no change absent a clear behavioral signal — so the appropriate response is a light question rather than a directive suggestion.",,Fixed events were labeled protected; flexible events were labeled movable.,3,3,4,5,2,B
P012-D32,A,P012,2026-04-02,2026-04-02 11:00 required meeting (fixed); 2026-04-02 16:00 work shift (fixed); 2026-04-02 21:00 optional work session (flexible); 2026-04-03 20:30 study block (flexible); 2026-04-04 16:30 errands (flexible); 2026-04-04 18:00 workout (flexible); 2026-04-04 20:30 optional work session (flexible); 2026-04-05 07:00 workout (flexible); 2026-04-05 19:00 study block (flexible); 2026-04-05 21:00 optional work session (flexible); 2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible),confidence=medium; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=[]; coverage_notes=[],"1. Consider shifting the Apr 2 optional work session (21:00–22:30) earlier or skipping it if energy is low — it is the only flexible event today and ends late. Rationale: No behavioral deviations are present, so this is a light structural note rather than a signal-driven intervention. Several evenings this week have optional work sessions running to 22:00–22:30; on a day that already includes a work shift (16:00–20:00) and a required meeting, the cumulative burden is the highest of the week. Since the event is optional and non-fixed, moving it earlier or dropping it costs nothing if the user feels fine. Grounded in: P012-D32-E03","The behavioral deviation list is empty and no coherent patterns are present. With 32 days of history and medium confidence, the baseline is reasonably established, but there is simply nothing anomalous to act on this week. The calendar itself shows a recurring habit of optional work sessions ending at 22:00–22:30 on multiple evenings (Apr 2, 4, 5, 8), which is worth noting as a structural feature of the schedule, but without a deviation signal indicating this is causing harm relative to baseline, the user's own preference for minimal-burden changes argues against intervening. No suggestions are warranted beyond a light observational nudge.",P012-D32-E03,Fixed events were labeled protected; flexible events were labeled movable.,3,2,3,4,3,B
P012-D32,B,P012,2026-04-02,2026-04-02 11:00 required meeting (fixed); 2026-04-02 16:00 work shift (fixed); 2026-04-02 21:00 optional work session (flexible); 2026-04-03 20:30 study block (flexible); 2026-04-04 16:30 errands (flexible); 2026-04-04 18:00 workout (flexible); 2026-04-04 20:30 optional work session (flexible); 2026-04-05 07:00 workout (flexible); 2026-04-05 19:00 study block (flexible); 2026-04-05 21:00 optional work session (flexible); 2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible),confidence=medium; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=[]; coverage_notes=[],"Questions: Several optional work sessions and study blocks are scheduled between 20:30 and 22:30 most evenings this week. Do you have a preferred wind-down or screen-off time at night that you'd like the scheduler to protect?; Your workout times vary quite a bit — early morning on Apr 5 (07:00) and early evening on Apr 4 (18:00). Is there a time of day you generally prefer for exercise, so the scheduler can keep that consistent?","No behavioral deviations or passive sensor data are available for this user — this is a calendar-only arm. There are no markers to group into patterns and no behavioral signals to act on. The calendar itself shows a recurring structure: optional work sessions and study blocks are consistently scheduled in the 20:30–22:30 window across multiple evenings (Apr 2, 3, 4, 5, 6). This is a structural observation, not a behavioral deviation, so it does not meet the threshold for a calendar adjustment under the user's stated preference to 'make no change if there is no clear behavioral signal.' The appropriate response is to surface a clarifying question rather than impose a nudge.",,Fixed events were labeled protected; flexible events were labeled movable.,3,3,4,5,3,B
P012-D33,A,P012,2026-04-03,2026-04-03 20:30 study block (flexible); 2026-04-04 16:30 errands (flexible); 2026-04-04 18:00 workout (flexible); 2026-04-04 20:30 optional work session (flexible); 2026-04-05 07:00 workout (flexible); 2026-04-05 19:00 study block (flexible); 2026-04-05 21:00 optional work session (flexible); 2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible),confidence=medium; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=[]; coverage_notes=[],"Questions: Your optional work sessions on Apr 4, 5, and 8 run to 22:00–22:30 with the highest burden scores on those days. Would you like a standing rule to automatically cap or drop these if sleep or attention markers shift in a future check-in?","The behavioral state shows zero deviations from baseline and no coherent patterns — the user is tracking closely to their own established norms across all monitored markers. With 33 days of history and medium confidence, this is a meaningful null result, not a data gap. The calendar for the coming week is moderately loaded with a mix of fixed commitments (classes, lab) and flexible blocks (study, workout, optional work sessions), several of which run to 22:00 or 22:30. There is no behavioral signal warranting a proactive calendar change. Per the user's stated preference for minimal-burden changes and the instruction to make no change absent a clear behavioral signal, the appropriate response is to hold the current schedule and surface one lightweight question about the late evening optional sessions, which carry the highest burden scores and could become relevant if deviations emerge next cycle.",,Fixed events were labeled protected; flexible events were labeled movable.,3,3,4,5,2,B
P012-D33,B,P012,2026-04-03,2026-04-03 20:30 study block (flexible); 2026-04-04 16:30 errands (flexible); 2026-04-04 18:00 workout (flexible); 2026-04-04 20:30 optional work session (flexible); 2026-04-05 07:00 workout (flexible); 2026-04-05 19:00 study block (flexible); 2026-04-05 21:00 optional work session (flexible); 2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible),confidence=medium; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=[]; coverage_notes=[],"Questions: April 9 has four scheduled blocks (class, lab, workout, and a late study block ending at 22:00) — is that load intentional, or would you like the study block or workout shifted to a lighter day that week?; Several evenings have study or work sessions running until 22:00–22:30. Is that timing working well for you, or would you prefer those blocks moved earlier when the day allows?","No behavioral deviations or passive sensor data are available for this user — this is a calendar-only arm with no behavioral state provided. There are no signals of sleep disruption, withdrawal, circadian instability, or any other wellbeing pattern to act on. Reasoning must be grounded solely in the calendar structure. Reviewing the next 7 days: the schedule is moderately busy but not overloaded. The most notable structural observation is that several optional work sessions and study blocks are placed late in the evening (20:30–22:30), which could crowd out wind-down time on those nights, and April 9 is a notably dense day (class + lab + workout + study block). However, the user's stated preference is to make no change absent a clear behavioral signal, and the scheduler instruction explicitly says 'make no change if there is no clear behavioral signal.' With no deviations to act on, the appropriate response is minimal: surface one structural observation about the densest day and ask a clarifying question rather than imposing changes.",,Fixed events were labeled protected; flexible events were labeled movable.,3,3,4,5,3,B
P012-D34,A,P012,2026-04-04,2026-04-04 16:30 errands (flexible); 2026-04-04 18:00 workout (flexible); 2026-04-04 20:30 optional work session (flexible); 2026-04-05 07:00 workout (flexible); 2026-04-05 19:00 study block (flexible); 2026-04-05 21:00 optional work session (flexible); 2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible); 2026-04-10 10:30 class (fixed); 2026-04-10 15:30 required meeting (fixed),confidence=high; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=['sleep_duration_hours down mild (intermittent-2d-of-4)']; coverage_notes=[],"1. Shorten tonight's optional work session to end by 21:30 instead of 22:00, freeing a 30-minute wind-down buffer before bed Rationale: Sleep has been running ~30 minutes short on recent nights. The optional work session ending at 22:00 leaves little buffer before a typical sleep onset. Ending it 30 minutes earlier creates space to wind down and may help recover the deficit without disrupting any fixed commitment. Grounded in: sleep_duration_hours","There is a single mild deviation: sleep duration has averaged 7.1h versus a baseline of 7.6h, occurring on 2 of the past 4 days. This is a modest shortfall (~30 minutes) and intermittent rather than sustained. No other markers are deviating, so no multi-signal pattern can be formed. The calendar shows several optional evening work sessions running to 22:00–22:30, which are plausible contributors to later sleep onset. The most actionable and minimal-burden lever is the optional work session on 2026-04-04 (tonight), which runs 20:30–22:00 — trimming or capping it earlier could help recover sleep time without touching any fixed event. The user preference explicitly asks for minimal-burden changes and no change if the signal is weak, so only one light nudge is warranted.",sleep_duration_hours,Fixed events were labeled protected; flexible events were labeled movable.,4,4,4,5,4,A
P012-D34,B,P012,2026-04-04,2026-04-04 16:30 errands (flexible); 2026-04-04 18:00 workout (flexible); 2026-04-04 20:30 optional work session (flexible); 2026-04-05 07:00 workout (flexible); 2026-04-05 19:00 study block (flexible); 2026-04-05 21:00 optional work session (flexible); 2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible); 2026-04-10 10:30 class (fixed); 2026-04-10 15:30 required meeting (fixed),confidence=high; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=['sleep_duration_hours down mild (intermittent-2d-of-4)']; coverage_notes=[],"1. Consider shifting the Apr 9 study block (20:30–22:00) earlier — e.g., to 19:00–20:30 — to create a buffer before midnight on the week's highest-burden day. Rationale: Apr 9 stacks class, a 2-hour lab, a workout, and a study block, giving it the highest single-day burden in the week (~4.4). The study block currently ends at 22:00, leaving minimal wind-down time. Moving it 90 minutes earlier preserves the same work volume while opening the 20:30–22:00 slot for recovery. This is a single flexible-event change consistent with the minimal-burden preference. Grounded in: P012-D39-E02, P012-D39-E03, P012-D39-E04, P012-D39-E01","No behavioral deviations or passive sensor data are available — this is a calendar-only arm. Reasoning is limited to structural observations about the schedule itself. The most notable structural feature is that several optional work sessions end at 22:00–22:30 (Apr 4, Apr 5, Apr 6, Apr 9), which is late and could crowd out wind-down time before sleep, especially on days that already carry moderate-to-high cumulative burden. Apr 9 is the heaviest single day (class + lab + workout + study block, total burden ~4.4), and the trailing study block runs 20:30–22:00. Apr 10 ends with a required meeting at 16:30, leaving the evening relatively clear. Because no behavioral signal exists, the user preference for minimal-burden change and the instruction to make no change absent a clear behavioral signal both apply strongly. Only one light structural nudge is warranted.","P012-D39-E01, P012-D39-E02, P012-D39-E03, P012-D39-E04",Fixed events were labeled protected; flexible events were labeled movable.,2,1,3,4,3,A
P012-D35,A,P012,2026-04-05,2026-04-05 07:00 workout (flexible); 2026-04-05 19:00 study block (flexible); 2026-04-05 21:00 optional work session (flexible); 2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible); 2026-04-10 10:30 class (fixed); 2026-04-10 15:30 required meeting (fixed); 2026-04-11 07:00 workout (flexible); 2026-04-11 16:30 errands (flexible); 2026-04-11 18:30 social plan (flexible); 2026-04-11 20:30 study block (flexible),confidence=medium; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=[]; coverage_notes=[],Questions: Your schedule includes several study or work blocks ending at or after 22:00 — do you find these late sessions restful or do they tend to affect how you sleep?; Thursday April 9 has your highest-burden day (class + lab + workout + study block). Would you like a buffer or recovery block built in on days like this in future weeks?,"No behavioral deviations or inferred patterns are available — this is a calendar-only arm with no passive sensor data. Reasoning is therefore limited to structural calendar observations. The week contains several late-evening flexible blocks (study blocks ending at 22:00, optional work sessions ending at 22:30) that, if acted upon, could push sleep onset late. However, without behavioral evidence that this is actually causing a problem for this user, the scheduler instruction is explicit: make no change if there is no clear behavioral signal. The only mild structural note is that April 9 (Thursday) is the heaviest single day — class, lab (burden 1.5), workout, and a late study block — but again, no deviation data supports intervening. The optional work session on April 5 (21:00–22:30, burden 1.3) is the latest and highest-burden flexible block of the week, but without a signal it is causing harm, flagging it would be speculative. Per the user's stated preference for minimal-burden changes and no change absent a clear behavioral signal, no calendar adjustments are warranted this week.",,Fixed events were labeled protected; flexible events were labeled movable.,3,3,4,5,3,A
P012-D35,B,P012,2026-04-05,2026-04-05 07:00 workout (flexible); 2026-04-05 19:00 study block (flexible); 2026-04-05 21:00 optional work session (flexible); 2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible); 2026-04-10 10:30 class (fixed); 2026-04-10 15:30 required meeting (fixed); 2026-04-11 07:00 workout (flexible); 2026-04-11 16:30 errands (flexible); 2026-04-11 18:30 social plan (flexible); 2026-04-11 20:30 study block (flexible),confidence=medium; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=[]; coverage_notes=[],,"The behavioral state shows zero deviations from baseline and no coherent patterns — the user is tracking normally against their own 35-day history with medium confidence. The calendar for the coming week is moderately loaded but well-structured: workouts are placed in the morning or early evening, study blocks mostly end by 22:00 (with one exception on Apr 5 where an optional work session runs 21:00–22:30), and a social plan and lab session provide natural rhythm anchors. The only mild structural observation worth noting is that the Apr 5 optional work session (21:00–22:30) pushes activity late on a day that already has a study block ending at 20:30, creating a back-to-back high-burden evening. However, this is a single-day calendar observation, not a behavioral deviation, and the user's preference is explicitly to make no change without a clear behavioral signal. With no deviations present, the appropriate response is minimal.",,Fixed events were labeled protected; flexible events were labeled movable.,2,3,4,5,2,A
P012-D36,A,P012,2026-04-06,2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible); 2026-04-10 10:30 class (fixed); 2026-04-10 15:30 required meeting (fixed); 2026-04-11 07:00 workout (flexible); 2026-04-11 16:30 errands (flexible); 2026-04-11 18:30 social plan (flexible); 2026-04-11 20:30 study block (flexible); 2026-04-12 15:30 study block (flexible); 2026-04-12 19:30 social plan (flexible),confidence=high; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=['location_revisit_ratio up mild (intermittent-2d-of-4)']; coverage_notes=[],"Questions: The optional work session on Wednesday April 8 (18:30–20:00, burden 1.3) sits after errands and is the heaviest flexible block of the week. Would you like it kept, moved to another day, or removed if it turns out not to be needed?; Study blocks on April 6, 9, and 11 all run 20:30–22:00. Is that late-evening timing intentional and working well for you, or would you prefer to experiment with an earlier slot?","No behavioral deviations or passive sensor data are available — this is a calendar-only arm. There are no behavioral signals to act on. Reviewing the calendar structurally: the week is moderately loaded with classes, a lab, a required meeting, study blocks, workouts, errands, and social plans. The most notable structural observation is that April 8 (Wednesday) has three back-to-back flexible events in the evening (errands 16:30, optional work session 18:30–20:00, burden 1.3), making it the heaviest single evening. The optional work session is explicitly optional and carries the highest burden score of any flexible event this week. Without a behavioral signal motivating a change, the user's stated preference is to make no change if there is no clear behavioral signal. That preference governs here.",,Fixed events were labeled protected; flexible events were labeled movable.,3,2,4,5,3,B
P012-D36,B,P012,2026-04-06,2026-04-06 10:30 class (fixed); 2026-04-06 20:30 study block (flexible); 2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible); 2026-04-10 10:30 class (fixed); 2026-04-10 15:30 required meeting (fixed); 2026-04-11 07:00 workout (flexible); 2026-04-11 16:30 errands (flexible); 2026-04-11 18:30 social plan (flexible); 2026-04-11 20:30 study block (flexible); 2026-04-12 15:30 study block (flexible); 2026-04-12 19:30 social plan (flexible),confidence=high; Layer1-3 patterns=[]; Layer4 patterns=[]; deviations=['location_revisit_ratio up mild (intermittent-2d-of-4)']; coverage_notes=[],"Questions: Your recent days show slightly more time at your usual spots than normal — is that intentional (e.g., a busy study period keeping you close to home), or has getting out felt harder than usual?","There is only one deviation: location_revisit_ratio is mildly elevated (87% vs 79% baseline), appearing on 2 of the last 4 days — intermittent and mild. No other markers are present to form a coherent pattern (e.g., no reduced mobility entropy, no sleep or social markers co-occurring). The deviation is below the threshold that would warrant a behavioral-withdrawal classification on its own. Confidence is high and the calendar already includes social plans, workouts, and errands across the week, which naturally counteract any tendency toward place-concentration. The user preference is explicitly to make no change without a clear behavioral signal. A single mild, intermittent deviation does not meet that bar.",,Fixed events were labeled protected; flexible events were labeled movable.,4,4,5,5,3,B
P012-D37,A,P012,2026-04-07,2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible); 2026-04-10 10:30 class (fixed); 2026-04-10 15:30 required meeting (fixed); 2026-04-11 07:00 workout (flexible); 2026-04-11 16:30 errands (flexible); 2026-04-11 18:30 social plan (flexible); 2026-04-11 20:30 study block (flexible); 2026-04-12 15:30 study block (flexible); 2026-04-12 19:30 social plan (flexible),"confidence=high; Layer1-3 patterns=['behavioral-withdrawal']; Layer4 patterns=['behavioral-withdrawal']; deviations=['mobility_entropy down mild (intermittent-3d-of-4)', 'location_revisit_ratio up moderate (intermittent-3d-of-4)']; coverage_notes=[]","Questions: The study blocks on Apr 9 and Apr 11 are scheduled 20:30–22:00. Do late-evening study sessions tend to affect your sleep, or is that a comfortable routine for you? Knowing this would help calibrate future suggestions.","No behavioral deviations or passive sensor data are available — this is a calendar-only arm. There are no signals of sleep disruption, social withdrawal, or any other wellbeing pattern to act on. Reviewing the calendar itself: the week is moderately loaded with a mix of fixed classes, a lab, required meetings, and several flexible blocks. The most structurally notable feature is the late-evening study blocks on Apr 9 (20:30–22:00) and Apr 11 (20:30–22:00), which could push sleep onset late, but without behavioral evidence this is speculative. The user's stated preference is to make no change absent a clear behavioral signal. That condition is not met here.",,Fixed events were labeled protected; flexible events were labeled movable.,2,1,4,5,2,B
P012-D37,B,P012,2026-04-07,2026-04-07 10:30 class (fixed); 2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible); 2026-04-10 10:30 class (fixed); 2026-04-10 15:30 required meeting (fixed); 2026-04-11 07:00 workout (flexible); 2026-04-11 16:30 errands (flexible); 2026-04-11 18:30 social plan (flexible); 2026-04-11 20:30 study block (flexible); 2026-04-12 15:30 study block (flexible); 2026-04-12 19:30 social plan (flexible),"confidence=high; Layer1-3 patterns=['behavioral-withdrawal']; Layer4 patterns=['behavioral-withdrawal']; deviations=['mobility_entropy down mild (intermittent-3d-of-4)', 'location_revisit_ratio up moderate (intermittent-3d-of-4)']; coverage_notes=[]","1. Remove or defer the optional work session (Apr 8, 18:30–20:00) to protect recovery time early in the week, keeping the schedule lighter on a day that already has class + errands. Rationale: The behavioral-withdrawal pattern suggests reduced range over recent days. Stacking an optional high-burden work session (1.3) onto an already-loaded Tuesday risks compounding fatigue that may be contributing to the narrowed routine. Removing it costs nothing fixed and leaves the social plans later in the week better resourced. Grounded in: behavioral-withdrawal","There are only two deviations, and they cohere tightly into a single behavioral-withdrawal pattern. Confidence is high and the pattern is intermittent (3 of 4 days) at mild-to-moderate magnitude — notable but not severe. The calendar already contains two social plans later in the week (Apr 11 and Apr 12), which are exactly the kind of out-of-home, third-place engagement that counteracts a narrowing location range. The most useful calendar action is therefore to protect those social plans rather than add new obligations. The optional work session on Apr 8 (18:30–20:00, burden 1.3) is the one flexible event whose removal or deferral would free energy without disrupting structure. Given the user's preference for minimal-burden changes and the fact that the pattern is intermittent rather than sustained, a single light protective nudge is appropriate — not a heavy restructuring.",behavioral-withdrawal,Fixed events were labeled protected; flexible events were labeled movable.,5,5,5,5,5,B
P012-D38,A,P012,2026-04-08,2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible); 2026-04-10 10:30 class (fixed); 2026-04-10 15:30 required meeting (fixed); 2026-04-11 07:00 workout (flexible); 2026-04-11 16:30 errands (flexible); 2026-04-11 18:30 social plan (flexible); 2026-04-11 20:30 study block (flexible); 2026-04-12 15:30 study block (flexible); 2026-04-12 19:30 social plan (flexible),"confidence=high; Layer1-3 patterns=['behavioral-withdrawal']; Layer4 patterns=['behavioral-withdrawal']; deviations=['mobility_entropy down moderate (sustained-4d)', 'location_revisit_ratio up moderate (sustained-4d)']; coverage_notes=[]","1. Add a brief 'Change of scenery' block on Friday Apr 10 — e.g., work from a café, take a walk to a new area, or run an errand outside the usual top-3 locations — between the required meeting and evening. Rationale: Mobility entropy has been notably lower than baseline for 4 consecutive days, with nearly all time spent at the top-3 familiar places. Scheduling a short, low-burden out-of-home activity on a day that currently has open afternoon/evening time provides a natural opportunity to vary location without disrupting fixed commitments or adding significant burden. Grounded in: behavioral-withdrawal, mobility_entropy, location_revisit_ratio","The only deviations present are the two mobility markers, and they cohere strongly into a confirmed behavioral-withdrawal pattern sustained over 4 days with high confidence and high coverage. No sleep, attention, or social-reciprocity markers are flagged, so the signal is narrow but clear. Looking at the calendar, the week already contains two social plans (Apr 11 and Apr 12) and regular workouts — these are positive anchors that work against the withdrawal pattern. The most useful calendar action is a light nudge that encourages leaving familiar locations on a day that currently lacks such structure, without adding burden. Apr 10 (Friday) has only a morning class and an afternoon required meeting, leaving the mid-day and early evening open — a good candidate for a brief out-of-home activity. The user preference is minimal-burden change (at most one flexible event modified), so a single targeted addition is appropriate rather than restructuring the week.","behavioral-withdrawal, location_revisit_ratio, mobility_entropy",Fixed events were labeled protected; flexible events were labeled movable.,5,5,5,5,5,A
P012-D38,B,P012,2026-04-08,2026-04-08 09:00 class (fixed); 2026-04-08 16:30 errands (flexible); 2026-04-08 18:30 optional work session (flexible); 2026-04-09 09:00 class (fixed); 2026-04-09 14:00 lab (fixed); 2026-04-09 18:00 workout (flexible); 2026-04-09 20:30 study block (flexible); 2026-04-10 10:30 class (fixed); 2026-04-10 15:30 required meeting (fixed); 2026-04-11 07:00 workout (flexible); 2026-04-11 16:30 errands (flexible); 2026-04-11 18:30 social plan (flexible); 2026-04-11 20:30 study block (flexible); 2026-04-12 15:30 study block (flexible); 2026-04-12 19:30 social plan (flexible),"confidence=high; Layer1-3 patterns=['behavioral-withdrawal']; Layer4 patterns=['behavioral-withdrawal']; deviations=['mobility_entropy down moderate (sustained-4d)', 'location_revisit_ratio up moderate (sustained-4d)']; coverage_notes=[]","Questions: Do you have a preferred wind-down or lights-out time on weeknights? This would help flag late-evening study blocks if behavioral signals emerge.; Is the Thursday study block (20:30–22:00) something you'd like kept late, or would an earlier slot work if one opens up?","No behavioral state, deviations, or inferred patterns are available — this is a calendar-only arm. With no behavioral signals to act on, and a user preference for minimal-burden changes only when there is a clear behavioral signal, there is no basis for calendar adjustments this week. The schedule itself looks reasonable: fixed classes and meetings are spread across the week, flexible study blocks and workouts are present, and social plans appear on Saturday. The only mild structural observation is that the Thursday study block (20:30–22:00) runs late and immediately follows a social plan ending at 20:30 on the same day — but without behavioral evidence of sleep disruption or cognitive strain, this does not meet the threshold for a recommendation under the stated preference.",,Fixed events were labeled protected; flexible events were labeled movable.,2,1,4,5,2,A
